,Training Accuracies
191,0.0
192,0.5
193,0.25
194,0.5
195,0.25
196,0.25
197,0.0
198,0.25
199,0.25
200,0.75
201,0.25
202,0.0
203,0.5
204,0.25
205,0.25
206,0.25
207,0.5
208,0.0
209,0.25
210,0.5
211,0.5
212,0.5
213,0.5
214,0.75
215,0.0
216,0.25
217,0.25
218,0.5
219,0.25
220,0.5
221,0.0
222,0.25
223,0.25
224,0.5
225,0.5
226,0.75
227,0.25
228,0.0
229,0.5
230,0.25
231,0.0
232,0.5
233,0.25
234,0.0
235,1.0
236,0.5
237,0.25
238,0.75
239,0.5
240,0.5
241,0.25
242,0.5
243,0.0
244,0.75
245,0.5
246,0.0
247,0.25
248,0.25
249,0.5
250,0.5
251,0.25
252,0.0
253,0.75
254,0.5
255,0.0
256,0.25
257,0.25
258,0.25
259,0.5
260,0.0
261,0.0
262,0.5
263,0.75
264,0.0
265,0.0
266,0.25
267,0.75
268,0.25
269,0.5
270,0.5
271,0.5
272,0.25
273,0.5
274,0.5
275,0.5
276,0.5
277,0.5
278,0.25
279,0.25
280,0.0
281,0.5
282,0.5
283,0.0
284,0.5
285,0.25
286,0.25
287,0.0
288,0.0
289,1.0
290,0.25
291,0.25
292,0.25
293,0.5
294,0.75
295,0.5
296,0.25
297,0.25
298,0.25
299,0.5
300,0.0
301,0.5
302,0.0
303,0.5
304,0.5
305,0.75
306,0.5
307,0.0
308,0.75
309,0.75
310,0.0
311,0.5
312,0.0
313,0.75
314,0.25
315,0.25
316,0.5
317,0.25
318,0.25
319,0.25
320,0.25
321,0.75
322,0.25
323,0.25
324,0.0
325,0.5
326,0.75
327,0.5
328,0.5
329,0.25
330,0.25
331,0.5
332,0.25
333,0.0
334,0.75
335,0.25
336,0.5
337,0.25
338,0.25
339,0.25
340,0.5
341,0.0
342,0.5
343,0.5
344,0.25
345,0.5
346,0.25
347,0.5
348,0.0
349,0.25
350,0.0
351,0.25
352,0.0
353,0.0
354,0.25
355,0.5
356,0.5
357,0.5
358,0.5
359,0.5
360,0.25
361,0.25
362,0.0
363,0.25
364,0.0
365,0.25
366,0.25
367,0.25
368,0.25
369,0.0
370,0.0
371,0.25
372,0.75
373,0.5
374,0.5
375,0.5
376,0.25
377,0.25
378,0.5
379,0.25
380,0.25
381,0.0
382,0.0
383,0.5
384,0.25
385,0.25
386,0.25
387,0.25
388,0.5
389,0.75
390,0.0
391,0.75
392,0.0
393,0.5
394,0.0
395,0.0
396,0.25
397,0.5
398,0.0
399,0.0
400,0.5
401,0.0
402,0.5
403,0.0
404,0.5
405,0.0
406,0.25
407,0.0
408,0.25
409,0.25
410,0.0
411,0.25
412,0.25
413,0.5
414,0.25
415,0.5
416,0.5
417,0.5
418,0.0
419,0.25
420,0.75
421,0.5
422,0.25
423,0.25
424,0.25
425,0.0
426,0.25
427,0.25
428,1.0
429,0.25
430,0.5
431,0.0
432,0.5
433,0.25
434,0.25
435,1.0
436,0.0
437,0.5
438,0.0
439,0.0
440,0.0
441,0.25
442,0.25
443,0.0
444,0.0
445,0.0
446,0.5
447,0.5
448,0.25
449,0.5
450,0.5
451,0.5
452,0.0
453,0.5
454,0.75
455,0.0
456,0.25
457,1.0
458,0.5
459,0.25
460,0.75
461,0.0
462,0.5
463,0.0
464,0.0
465,0.0
466,0.25
467,0.25
468,0.0
469,0.25
470,0.25
471,1.0
472,0.5
473,0.25
474,0.75
475,0.5
476,0.25
477,0.25
478,0.25
479,0.25
480,0.0
481,0.25
482,0.0
483,0.25
484,0.0
485,0.5
486,0.25
487,0.25
488,0.5
489,0.0
490,0.25
491,0.25
492,0.25
493,0.25
494,0.5
495,0.25
496,0.25
497,0.0
498,0.25
499,0.0
500,0.25
501,0.25
502,0.75
503,0.25
504,0.0
505,0.0
506,0.5
507,0.25
508,0.5
509,0.0
510,0.5
511,0.25
512,0.25
513,0.5
514,0.25
515,0.25
516,0.25
517,0.25
518,0.0
519,0.25
520,0.25
521,0.0
522,0.0
523,0.25
524,0.5
525,1.0
526,0.25
527,0.5
528,0.25
529,0.0
530,0.0
531,0.25
532,0.25
533,0.0
534,0.25
535,0.0
536,0.25
537,0.25
538,0.0
539,0.0
540,0.5
541,0.25
542,0.25
543,0.25
544,0.25
545,0.0
546,0.5
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.5
553,0.25
554,0.0
555,0.0
556,0.5
557,0.5
558,0.25
559,0.25
560,0.0
561,0.5
562,0.25
563,0.25
564,0.0
565,0.5
566,0.25
567,0.75
568,0.25
569,0.75
570,0.25
571,0.0
572,0.5
573,0.25
574,0.5
575,0.0
576,0.25
577,0.25
578,0.0
579,0.25
580,0.0
581,1.0
582,1.0
583,1.0
584,0.25
585,0.25
586,0.25
587,0.25
588,1.0
589,0.5
590,0.5
591,0.0
592,0.25
593,0.5
594,0.0
595,0.25
596,0.0
597,0.5
598,0.0
599,0.5
600,0.5
601,0.5
602,0.25
603,0.5
604,0.5
605,0.0
606,0.25
607,0.0
608,0.5
609,0.25
610,0.0
611,0.5
612,0.5
613,0.5
614,0.25
615,0.0
616,0.0
617,0.5
618,0.25
619,0.25
620,0.5
621,0.25
622,0.75
623,0.0
624,0.25
625,0.5
626,0.25
627,0.0
628,0.0
629,0.0
630,0.25
631,0.5
632,0.0
633,0.0
634,0.5
635,0.0
636,0.0
637,0.0
638,0.75
639,0.75
640,0.25
641,0.5
642,0.25
643,0.5
644,0.0
645,0.25
646,0.5
647,0.5
648,0.25
649,0.0
650,0.0
651,0.25
652,0.0
653,0.5
654,0.25
655,0.0
656,0.5
657,0.25
658,0.75
659,0.25
660,0.0
661,0.5
662,0.0
663,0.25
664,0.0
665,0.0
666,0.25
667,0.0
668,0.0
669,0.0
670,0.25
671,0.0
672,0.0
673,0.5
674,0.0
675,0.25
676,0.0
677,0.5
678,0.5
679,0.25
680,0.25
681,0.75
682,0.25
683,0.5
684,0.25
685,0.25
686,0.25
687,0.25
688,0.25
689,0.0
690,0.5
691,0.0
692,0.25
693,0.0
694,0.25
695,0.0
696,0.25
697,0.0
698,0.0
699,0.0
700,0.0
701,0.5
702,0.5
703,0.0
704,0.0
705,0.75
706,0.25
707,0.0
708,0.75
709,0.5
710,0.25
711,0.0
712,0.25
713,0.5
714,0.0
715,0.25
716,0.0
717,0.25
718,0.25
719,0.0
720,0.25
721,0.0
722,0.25
723,0.25
724,0.0
725,0.25
726,0.0
727,0.0
728,0.25
729,0.5
730,0.0
731,0.5
732,0.25
733,0.5
734,0.0
735,0.0
736,0.25
737,0.5
738,0.5
739,0.5
740,0.25
741,0.25
742,0.0
743,0.25
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.5
750,0.0
751,0.0
752,0.0
753,0.5
754,0.25
755,0.5
756,0.5
757,0.0
758,0.0
759,0.0
760,0.0
761,0.25
762,0.25
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.25
769,0.0
770,0.25
771,0.0
772,0.25
773,0.5
774,0.25
775,1.0
776,0.0
777,0.0
778,0.0
779,0.5
780,0.75
781,0.0
782,1.0
783,0.25
784,0.0
785,1.0
786,0.5
787,0.25
788,0.75
789,0.5
790,0.0
791,0.25
792,0.5
793,0.25
794,0.25
795,0.25
796,0.5
797,0.0
798,0.0
799,0.75
800,0.5
801,0.5
802,0.5
803,0.25
804,0.75
805,0.5
806,0.0
807,0.5
808,0.0
809,0.25
810,0.25
811,0.0
812,0.25
813,1.0
814,0.25
815,0.5
816,0.0
817,0.0
818,0.25
819,0.5
820,0.5
821,0.5
822,0.25
823,0.5
824,0.5
825,0.5
826,0.0
827,0.5
828,0.25
829,0.5
830,0.5
831,0.0
832,0.0
833,0.25
834,0.75
835,0.25
836,0.0
837,0.0
838,0.0
839,0.25
840,0.0
841,0.5
842,0.25
843,0.5
844,0.75
845,0.75
846,0.0
847,0.0
848,0.25
849,0.0
850,0.5
851,0.25
852,0.25
853,0.25
854,0.0
855,0.0
856,0.25
857,0.25
858,0.25
859,0.0
860,0.25
861,0.0
862,0.0
863,0.25
864,0.0
865,0.25
866,0.25
867,0.25
868,0.0
869,0.0
870,0.0
871,0.5
872,0.0
873,0.0
874,0.0
875,0.5
876,0.25
877,0.5
878,0.25
879,0.25
880,0.0
881,0.0
882,0.5
883,0.5
884,0.25
885,0.0
886,0.25
887,0.0
888,0.75
889,0.0
890,0.0
891,0.0
892,0.75
893,0.0
894,0.5
895,0.25
896,0.25
897,0.25
898,0.25
899,0.25
900,0.25
901,0.25
902,0.5
903,0.0
904,0.25
905,0.5
906,0.0
907,0.25
908,0.25
909,0.25
910,0.0
911,0.0
912,0.5
913,0.0
914,0.5
915,0.75
916,0.0
917,0.25
918,0.25
919,0.5
920,0.25
921,0.0
922,0.0
923,0.5
924,0.25
925,0.0
926,0.5
927,0.5
928,0.25
929,0.0
930,0.25
931,0.5
932,0.25
933,0.25
934,0.0
935,0.25
936,0.0
937,0.0
938,0.5
939,0.0
940,0.25
941,0.0
942,0.5
943,0.0
944,0.25
945,0.25
946,0.75
947,0.5
948,0.0
949,0.0
950,0.0
951,0.0
952,0.25
953,0.0
954,1.0
955,0.25
956,0.25
957,0.25
958,0.0
959,0.5
960,0.75
961,0.5
962,0.0
963,0.0
964,0.25
965,0.5
966,0.5
967,0.25
968,0.5
969,0.0
970,0.5
971,0.25
972,0.25
973,0.5
974,0.0
975,0.0
976,0.5
977,0.25
978,0.0
979,0.5
980,0.5
981,0.25
982,0.25
983,0.0
984,0.0
985,0.25
986,0.0
987,0.25
988,0.5
989,0.25
990,0.25
991,0.75
992,0.25
993,0.25
994,0.5
995,0.75
996,0.0
997,0.25
998,0.25
999,0.25
1000,0.0
1001,0.75
1002,0.5
1003,0.25
1004,0.5
1005,0.5
1006,0.25
1007,0.0
1008,0.0
1009,0.25
1010,0.25
1011,0.25
1012,0.25
1013,0.25
1014,0.25
1015,0.25
1016,0.5
1017,0.25
1018,0.0
1019,0.0
1020,0.25
1021,0.25
1022,0.5
1023,0.25
1024,0.5
1025,0.25
1026,0.25
1027,0.5
1028,0.25
1029,0.25
1030,0.5
1031,0.25
1032,0.25
1033,0.25
1034,0.0
1035,0.25
1036,0.25
1037,0.5
1038,0.0
1039,0.25
1040,0.0
1041,0.5
1042,0.25
1043,0.5
1044,0.5
1045,0.5
1046,0.0
1047,0.0
1048,0.25
1049,0.25
1050,0.0
1051,0.25
1052,0.25
1053,0.0
1054,0.0
1055,0.0
1056,0.25
1057,0.0
1058,0.0
1059,0.25
1060,0.25
1061,0.25
1062,0.25
1063,0.0
1064,0.25
1065,0.0
1066,0.5
1067,0.0
1068,0.5
1069,0.0
1070,0.75
1071,0.0
1072,0.25
1073,0.5
1074,0.75
1075,0.0
1076,0.25
1077,0.25
1078,0.0
1079,0.0
1080,0.5
1081,0.75
1082,0.5
1083,0.25
1084,0.25
1085,0.5
1086,0.0
1087,0.25
1088,0.25
1089,0.5
1090,0.25
1091,0.25
1092,0.0
1093,0.25
1094,0.75
1095,0.25
1096,0.0
1097,0.5
1098,0.25
1099,0.5
1100,0.0
1101,0.75
1102,0.25
1103,0.75
1104,0.5
1105,0.25
1106,0.25
1107,0.5
1108,0.5
1109,0.25
1110,0.5
1111,0.25
1112,0.0
1113,0.0
1114,0.5
1115,0.5
1116,0.25
1117,0.0
1118,0.0
1119,0.5
1120,1.0
1121,0.25
1122,0.25
1123,0.0
1124,0.0
1125,0.25
1126,0.5
1127,0.75
1128,0.5
1129,0.25
1130,0.0
1131,0.5
1132,0.0
1133,0.0
1134,0.25
1135,0.25
1136,0.25
1137,0.0
1138,0.5
1139,0.5
1140,0.25
1141,0.5
1142,0.25
1143,0.0
1144,0.25
1145,0.5
1146,0.25
1147,0.0
1148,0.75
1149,0.0
1150,0.25
1151,0.25
1152,0.5
1153,0.5
1154,0.0
1155,0.25
1156,0.5
1157,0.25
1158,0.0
1159,0.25
1160,0.5
1161,0.25
1162,0.5
1163,0.0
1164,0.5
1165,0.25
1166,1.0
1167,0.0
1168,0.25
1169,0.5
1170,0.25
1171,0.25
1172,0.25
1173,0.25
1174,0.25
1175,0.25
1176,0.25
1177,0.75
1178,0.0
1179,0.25
1180,0.25
1181,0.0
1182,0.0
1183,0.25
1184,0.25
1185,0.0
1186,0.0
1187,0.0
1188,0.25
1189,0.25
1190,0.25
1191,0.0
1192,0.0
1193,0.0
1194,0.75
1195,0.25
1196,0.25
1197,0.5
1198,0.5
1199,0.75
1200,0.0
1201,0.0
1202,0.25
1203,0.25
1204,0.0
1205,0.0
1206,0.25
1207,0.75
1208,0.0
1209,0.25
1210,0.5
1211,0.25
1212,0.75
1213,0.25
1214,0.5
1215,0.25
1216,0.25
1217,0.25
1218,0.0
1219,0.25
1220,0.25
1221,0.25
1222,0.0
1223,0.25
1224,0.5
1225,0.0
1226,0.25
1227,0.5
1228,0.5
1229,0.25
1230,0.25
1231,0.25
1232,0.25
1233,0.0
1234,0.5
1235,0.0
1236,0.75
1237,0.5
1238,0.5
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.25
1244,0.0
1245,0.5
1246,0.5
1247,0.75
1248,0.25
1249,0.0
1250,0.25
1251,0.5
1252,0.25
1253,0.5
1254,0.0
1255,0.0
1256,0.25
1257,0.25
1258,0.25
1259,0.0
1260,0.0
1261,0.25
1262,0.5
1263,0.5
1264,0.5
1265,0.25
1266,0.75
1267,0.5
1268,0.25
1269,0.25
1270,0.0
1271,0.25
1272,0.0
1273,1.0
1274,0.25
1275,0.0
1276,0.0
1277,0.5
1278,0.0
1279,0.0
1280,0.0
1281,0.5
1282,0.0
1283,0.25
1284,0.25
1285,0.0
1286,0.5
1287,0.5
1288,0.0
1289,0.75
1290,0.0
1291,0.5
1292,0.25
1293,0.5
1294,0.25
1295,0.5
1296,0.25
1297,0.25
1298,0.25
1299,0.75
1300,0.5
1301,0.5
1302,0.0
1303,0.5
1304,0.5
1305,0.5
1306,0.0
1307,0.25
1308,1.0
1309,0.5
1310,0.0
1311,0.25
1312,0.0
1313,0.25
1314,0.0
1315,0.25
1316,0.5
1317,0.25
1318,0.0
1319,0.25
1320,0.25
1321,0.25
1322,0.25
1323,0.25
1324,0.25
1325,0.5
1326,0.0
1327,0.0
1328,0.25
1329,0.25
1330,0.5
1331,0.0
1332,0.5
1333,0.5
1334,0.75
1335,0.5
1336,0.0
1337,0.0
1338,0.0
1339,1.0
1340,0.0
1341,0.25
1342,0.25
1343,0.0
1344,0.0
1345,0.25
1346,0.5
1347,0.0
1348,0.5
1349,0.5
1350,0.25
1351,0.25
1352,0.25
1353,0.0
1354,0.0
1355,0.0
1356,0.25
1357,0.25
1358,0.0
1359,0.25
1360,0.0
1361,1.0
1362,0.5
1363,0.5
1364,0.25
1365,1.0
1366,1.0
1367,0.25
1368,0.25
1369,0.25
1370,0.5
1371,0.0
1372,0.75
1373,0.25
1374,0.0
1375,0.25
1376,0.25
1377,0.0
1378,0.0
1379,0.75
1380,0.25
1381,0.75
1382,0.25
1383,0.25
1384,0.0
1385,0.25
1386,0.0
1387,0.25
1388,0.5
1389,0.25
1390,0.5
1391,0.25
1392,0.75
1393,0.25
1394,0.25
1395,0.75
1396,0.25
1397,0.0
1398,0.5
1399,0.25
1400,0.5
1401,0.5
1402,0.25
1403,0.5
1404,0.25
1405,0.0
1406,0.5
1407,0.25
1408,0.0
1409,0.25
1410,0.5
1411,0.5
1412,0.25
1413,0.5
1414,0.5
1415,0.75
1416,0.0
1417,0.25
1418,0.25
1419,0.5
1420,0.25
1421,0.25
1422,0.25
1423,0.0
1424,0.5
1425,0.5
1426,0.25
1427,0.0
1428,0.25
1429,0.0
1430,0.0
1431,0.5
1432,0.0
1433,0.5
1434,0.0
1435,0.75
1436,0.25
1437,0.25
1438,0.0
1439,0.25
1440,0.0
1441,0.25
1442,0.0
1443,0.25
1444,0.0
1445,0.5
1446,0.0
1447,0.25
1448,0.5
1449,0.5
1450,0.75
1451,0.0
1452,0.0
1453,0.25
1454,0.25
1455,0.25
1456,0.25
1457,0.5
1458,0.0
1459,0.0
1460,0.5
1461,0.25
1462,0.0
1463,0.5
1464,0.0
1465,0.5
1466,0.0
1467,0.25
1468,0.75
1469,0.25
1470,0.5
1471,0.25
1472,0.5
1473,0.5
1474,0.5
1475,0.25
1476,0.5
1477,0.0
1478,0.25
1479,0.5
1480,0.0
1481,0.5
1482,0.25
1483,0.25
1484,0.25
1485,0.0
1486,0.0
1487,0.5
1488,0.0
1489,0.5
1490,0.5
1491,0.25
1492,0.0
1493,0.0
1494,0.5
1495,0.0
1496,0.5
1497,0.5
1498,0.0
1499,0.0
1500,0.75
1501,0.25
1502,0.25
1503,0.0
1504,0.25
1505,0.75
1506,0.25
1507,0.5
1508,0.0
1509,0.0
1510,0.25
1511,0.0
1512,0.0
1513,0.0
1514,0.5
1515,0.0
1516,0.25
1517,0.0
1518,0.5
1519,0.25
1520,0.5
1521,0.25
1522,0.25
1523,0.0
1524,0.0
1525,0.5
1526,0.25
1527,0.0
1528,0.0
1529,0.25
1530,0.25
1531,0.5
1532,0.25
1533,0.25
1534,0.0
1535,0.0
1536,0.5
1537,0.25
1538,0.5
1539,0.0
1540,0.0
1541,0.25
1542,0.25
1543,0.25
1544,0.5
1545,0.5
1546,0.25
1547,0.0
1548,0.25
1549,0.25
1550,1.0
1551,0.0
1552,0.0
1553,0.25
1554,0.5
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.25
1560,0.0
1561,0.0
1562,0.25
1563,0.25
1564,0.5
1565,0.5
1566,0.5
1567,0.0
1568,0.5
1569,0.5
1570,0.25
1571,0.0
1572,0.0
1573,0.0
1574,0.5
1575,0.25
1576,0.25
1577,0.0
1578,0.25
1579,0.75
1580,1.0
1581,0.75
1582,0.5
1583,1.0
1584,0.25
1585,0.25
1586,0.0
1587,0.25
1588,0.25
1589,0.25
1590,0.25
1591,0.0
1592,0.25
1593,0.75
1594,0.5
1595,0.75
1596,1.0
1597,0.0
1598,0.5
1599,0.25
1600,0.0
1601,0.0
1602,0.0
1603,0.75
1604,0.75
1605,0.25
1606,0.0
1607,0.25
1608,0.25
1609,0.0
1610,0.25
1611,0.0
1612,0.0
1613,0.5
1614,0.0
1615,0.0
1616,0.5
1617,0.5
1618,0.5
1619,0.5
1620,0.0
1621,0.75
1622,0.0
1623,0.0
1624,0.25
1625,0.25
1626,0.25
1627,0.25
1628,0.75
1629,0.0
1630,0.25
1631,0.5
1632,0.0
1633,0.5
1634,0.0
1635,0.0
1636,0.25
1637,1.0
1638,0.0
1639,0.75
1640,0.25
1641,0.5
1642,0.25
1643,0.5
1644,0.5
1645,0.5
1646,0.0
1647,0.25
1648,0.0
1649,0.75
1650,0.25
1651,0.0
1652,0.0
1653,0.25
1654,0.25
1655,0.25
1656,0.75
1657,0.0
1658,0.5
1659,0.0
1660,0.25
1661,0.0
1662,0.25
1663,0.25
1664,0.25
1665,0.25
1666,0.0
1667,0.0
1668,0.25
1669,0.5
1670,0.75
1671,0.25
1672,0.25
1673,0.0
1674,0.5
1675,0.0
1676,0.25
1677,0.5
1678,0.0
1679,0.0
1680,0.75
1681,0.25
1682,0.0
1683,0.25
1684,0.25
1685,0.25
1686,0.25
1687,0.25
1688,0.25
1689,0.25
1690,0.25
1691,0.5
1692,0.0
1693,0.5
1694,0.5
1695,0.5
1696,0.25
1697,0.0
1698,0.5
1699,0.0
1700,0.25
1701,0.5
1702,0.5
1703,0.5
1704,0.75
1705,0.5
1706,0.5
1707,0.0
1708,0.5
1709,0.0
1710,0.25
1711,0.5
1712,0.25
1713,0.0
1714,0.25
1715,0.0
1716,0.5
1717,0.0
1718,0.25
1719,0.5
1720,0.0
1721,0.5
1722,0.5
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.5
1729,0.25
1730,0.0
1731,0.0
1732,0.25
1733,0.0
1734,0.75
1735,0.5
1736,0.25
1737,0.25
1738,0.0
1739,0.25
1740,0.0
1741,0.25
1742,0.0
1743,0.0
1744,0.25
1745,0.25
1746,0.25
1747,0.25
1748,0.0
1749,0.25
1750,0.0
1751,0.25
1752,0.0
1753,0.25
1754,0.25
1755,0.5
1756,0.25
1757,0.25
1758,0.5
1759,0.0
1760,0.75
1761,0.25
1762,0.25
1763,0.0
1764,0.0
1765,0.25
1766,0.5
1767,0.25
1768,0.0
1769,0.5
1770,0.25
1771,0.5
1772,0.75
1773,0.25
1774,0.0
1775,0.0
1776,0.0
1777,0.25
1778,0.5
1779,0.25
1780,0.5
1781,0.0
1782,0.5
1783,0.25
1784,0.0
1785,0.0
1786,0.0
1787,0.25
1788,0.5
1789,0.0
1790,0.5
1791,0.25
1792,0.25
1793,0.0
1794,0.5
1795,0.0
1796,0.25
1797,0.25
1798,0.0
1799,0.25
1800,0.0
1801,0.25
1802,1.0
1803,0.5
1804,0.0
1805,0.5
1806,0.5
1807,0.0
1808,0.5
1809,0.25
1810,0.75
1811,0.5
1812,0.0
1813,0.5
1814,0.25
1815,0.5
1816,0.25
1817,0.25
1818,0.5
1819,0.0
1820,0.25
1821,0.0
1822,0.0
1823,0.75
1824,1.0
1825,0.0
1826,0.0
1827,0.5
1828,1.0
1829,0.25
1830,0.0
1831,0.25
1832,0.75
1833,0.0
1834,0.25
1835,0.5
1836,0.5
1837,0.5
1838,0.25
1839,0.5
1840,0.0
1841,0.0
1842,0.0
1843,0.5
1844,0.5
1845,0.5
1846,0.5
1847,0.25
1848,0.0
1849,0.0
1850,0.25
1851,0.25
1852,0.25
1853,0.25
1854,0.25
1855,0.0
1856,0.25
1857,0.0
1858,0.25
1859,0.0
1860,0.0
1861,0.25
1862,0.25
1863,0.25
1864,0.5
1865,1.0
1866,0.75
1867,0.0
1868,0.75
1869,0.25
1870,0.0
1871,0.25
1872,0.25
1873,0.25
1874,0.25
1875,0.25
1876,0.75
1877,0.0
1878,0.0
1879,0.75
1880,0.25
1881,0.25
1882,0.25
1883,0.0
1884,0.25
1885,0.0
1886,0.0
1887,0.25
1888,0.25
1889,0.0
1890,0.25
1891,0.0
1892,1.0
1893,1.0
1894,0.0
1895,0.25
1896,0.25
1897,0.25
1898,0.25
1899,0.25
1900,0.5
1901,0.25
1902,0.5
1903,0.0
1904,0.25
1905,0.5
1906,0.25
1907,0.25
1908,0.25
1909,0.5
1910,0.25
1911,0.5
1912,0.25
1913,0.0
1914,0.0
1915,0.25
1916,0.25
1917,0.75
1918,0.0
1919,1.0
1920,0.25
1921,0.0
1922,0.25
1923,0.5
1924,0.5
1925,0.75
1926,0.25
1927,0.25
1928,0.75
1929,0.5
1930,0.0
1931,1.0
1932,0.25
1933,0.25
1934,0.0
1935,0.25
1936,0.5
1937,0.0
1938,0.0
1939,0.5
1940,0.0
1941,0.5
1942,0.75
1943,0.25
1944,0.5
1945,0.75
1946,0.5
1947,0.0
1948,0.0
1949,0.25
1950,0.25
1951,0.25
1952,0.0
1953,0.5
1954,0.25
1955,0.25
1956,0.75
1957,0.25
1958,0.25
1959,0.0
1960,0.5
1961,0.5
1962,0.25
1963,0.75
1964,0.25
1965,0.0
1966,0.0
1967,0.5
1968,0.0
1969,0.5
1970,0.5
1971,0.25
1972,0.25
1973,0.25
1974,0.25
1975,0.5
1976,0.25
1977,0.5
1978,0.5
1979,0.0
1980,0.25
1981,0.0
1982,0.0
1983,0.75
1984,0.0
1985,0.25
1986,0.5
1987,0.0
1988,0.0
1989,0.25
1990,0.25
1991,0.0
1992,0.25
1993,0.25
1994,0.0
1995,0.5
1996,0.25
1997,0.25
1998,0.75
1999,0.25
2000,0.25
2001,0.5
2002,0.25
2003,0.0
2004,0.0
2005,0.25
2006,0.25
2007,0.75
2008,0.25
2009,0.25
2010,0.25
2011,0.5
2012,0.0
2013,0.5
2014,0.5
2015,0.25
2016,0.25
2017,0.0
2018,1.0
2019,0.0
2020,0.25
2021,0.0
2022,0.5
2023,0.0
2024,0.25
2025,0.5
2026,1.0
2027,0.25
2028,0.25
2029,0.5
2030,0.25
2031,0.0
2032,0.25
2033,0.25
2034,0.25
2035,0.25
2036,0.5
2037,0.0
2038,0.0
2039,0.5
2040,0.75
2041,0.25
2042,0.0
2043,0.25
2044,0.25
2045,0.25
2046,0.5
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.5
2052,0.25
2053,0.25
2054,0.25
2055,0.0
2056,0.25
2057,0.75
2058,0.5
2059,0.0
2060,0.0
2061,0.5
2062,0.25
2063,0.25
2064,0.25
2065,0.25
2066,0.0
2067,0.25
2068,0.5
2069,0.25
2070,0.25
2071,1.0
2072,0.5
2073,0.25
2074,0.0
2075,0.5
2076,0.0
2077,0.25
2078,0.0
2079,1.0
2080,0.0
2081,0.25
2082,0.25
2083,0.5
2084,0.5
2085,0.0
2086,0.5
2087,0.25
2088,0.25
2089,0.25
2090,0.75
2091,0.25
2092,0.25
2093,0.0
2094,0.0
2095,0.25
2096,0.5
2097,0.25
