,Training Accuracies
246,0.2
247,0.6
248,0.6
249,0
250,0.6
251,0.4
252,0.6
253,0.4
254,0.2
255,0.2
256,0.6
257,0.6
258,0.2
259,0.6
260,0.6
261,0.2
262,0.4
263,0.4
264,0.4
265,0.6
266,0.4
267,0.6
268,0.4
269,1
270,0.4
271,0.2
272,0.6
273,1
274,0.4
275,0.2
276,0.6
277,0.2
278,0.4
279,0.6
280,0.6
281,0.2
282,0.4
283,0.6
284,0.2
285,0.2
286,1
287,0.4
288,0.4
289,0.2
290,0
291,0.4
292,0.6
293,0.6
294,0.4
295,0.6
296,0.8
297,0.8
298,0.2
299,0.6
300,0.8
301,0.4
302,0.2
303,0.4
304,1
305,0.4
306,0.8
307,0.8
308,0.4
309,1
310,0.2
311,0.2
312,0.8
313,0.4
314,0.4
315,0.6
316,0.8
317,0.2
318,0.8
319,0.6
320,0.4
321,0.4
322,0.6
323,0.2
324,0.4
325,1
326,0.2
327,0.4
328,0.4
329,0.8
330,1
331,0.6
332,0.6
333,0.2
334,0.6
335,0.2
336,0.2
337,0.2
338,0.2
339,0.4
340,0.4
341,0.6
342,1
343,0.8
344,0.6
345,0.2
346,0.2
347,0.2
348,0.6
349,0.6
350,0.6
351,0.8
352,0.6
353,0.6
354,0.6
355,0.4
356,0.6
357,0.6
358,0.6
359,0.4
360,1
361,0.6
362,0.2
363,1
364,0.6
365,0.6
366,0.6
367,0.6
368,0.4
369,0.2
370,0.6
371,0.6
372,0.2
373,0.6
374,0
375,0.8
376,0.6
377,0.8
378,1
379,0.4
380,0.2
381,0.4
382,0.6
383,0.8
384,0.6
385,0.2
386,0.8
387,0.6
388,0.8
389,0.8
390,0.8
391,1
392,0.2
393,0.6
394,1
395,0.2
396,0.2
397,0.6
398,0.4
399,0.8
400,1
401,1
402,0.8
403,0.6
404,0.2
405,0.4
406,0.4
407,0.6
408,0.4
409,0.6
410,0.6
411,0.4
412,0.6
413,0.8
414,0.6
415,1
416,0.2
417,0.6
418,0.4
419,0
420,0.4
421,0.4
422,0.4
423,0.6
424,0.4
425,1
426,0.4
427,0.6
428,0.6
429,0.8
430,0
431,1
432,0.6
433,0.8
434,0.6
435,0.2
436,0.2
437,0.8
438,0.2
439,0.8
440,0
441,0.2
442,0.2
443,0.6
444,0.2
445,0.4
446,1
447,1
448,0.2
449,0.6
450,0
451,0.4
452,0.4
453,1
454,0.6
455,0.8
456,0.8
457,0.6
458,0.2
459,0.6
460,0.2
461,0.8
462,0.4
463,0.6
464,1
465,0.4
466,0.8
467,0.6
468,1
469,0.6
470,0.8
471,0.6
472,0.4
473,0.4
474,0.2
475,0.8
476,0.6
477,0.6
478,0.2
479,0.8
480,0.2
481,0.4
482,0.6
483,0.6
484,0.2
485,1
486,0.4
487,0.6
488,0.2
489,0.2
490,0.4
491,0.6
492,0
493,0.4
494,0.6
495,0.8
496,0.8
497,0.6
498,0.6
499,0.4
500,0.6
501,0
502,0.2
503,0.8
504,0.2
505,0.4
506,0.4
507,0.6
508,0.6
509,0.2
510,0.8
511,0.6
512,0.6
513,0.4
514,0.2
515,1
516,0.8
517,0.8
518,0.6
519,0.6
520,0.4
521,0.8
522,0.2
523,0.6
524,0
525,0.4
526,0.2
527,0.4
528,0.8
529,0.2
530,0.6
531,0.6
532,0.8
533,0.4
534,0.6
535,0.2
536,1
537,0.6
538,0.6
539,1
540,0.6
541,0.8
542,0.2
543,0.4
544,0.4
545,0
546,0.4
547,0.6
548,0.6
549,0.2
550,0
551,0.4
552,1
553,0.2
554,0.4
555,0.4
556,0.4
557,0.6
558,0.4
559,0.6
560,0.6
561,0.4
562,0.8
563,0.4
564,0.4
565,0.2
566,0.2
567,0.2
568,0.6
569,0.2
570,0.2
571,0.4
572,0.8
573,0.4
574,0.2
575,0.6
576,1
577,0.4
578,0.2
579,0.6
580,0.4
581,0.4
582,0.4
583,0.4
584,0.8
585,0.2
586,0.4
587,0.4
588,0.8
589,0.6
590,0.6
591,0.4
592,0.2
593,0.6
594,0.6
595,1
596,0.4
597,0.8
598,0.6
599,0.4
600,0.8
601,0.8
602,0.8
603,0.6
604,0.6
605,0.2
606,0.6
607,0.8
608,0.6
609,0.8
610,0.4
611,0.4
612,0.4
613,0.4
614,0.4
615,0.4
616,0.8
617,0
618,0.2
619,0.8
620,0.4
621,0.4
622,0.2
623,0.6
624,0.4
625,0.8
626,0.4
627,0.4
628,0.2
629,0.6
630,0.8
631,1
632,0.6
633,0
634,0.6
635,0.6
636,0.6
637,0.2
638,0.6
639,0.8
640,0.8
641,0.6
642,0.2
643,0.4
644,0.4
645,0
646,0.6
647,0.6
648,0.6
649,0.4
650,0.6
651,1
652,0.4
653,1
654,0.6
655,0.8
656,0.2
657,0.6
658,0.8
659,0.4
660,1
661,0.4
662,0.6
663,0.8
664,0.4
665,0.4
666,0.4
667,0.2
668,0.4
669,0.2
670,0.2
671,0.4
672,0
673,0.2
674,0.8
675,0.8
676,0.4
677,1
678,0.8
679,0
680,0.6
681,0.8
682,1
683,0.6
684,0.4
685,0.4
686,1
687,0.4
688,0.8
689,0.2
690,0.2
691,0.6
692,0.6
693,0.2
694,0.2
695,0.2
696,0.6
697,0.6
698,0.2
699,0.4
700,0.6
701,1
702,0.4
703,0.8
704,0.8
705,0.8
706,0.6
707,0.4
708,0.8
709,0.6
710,0.2
711,0.4
712,0.4
713,0.4
714,0.4
715,0.2
716,0.4
717,0.2
718,0.6
719,0.6
720,0.2
721,1
722,0.4
723,0.8
724,0.4
725,0.2
726,0.2
727,0.4
728,0.4
729,0.4
730,0.4
731,0.2
732,0.4
733,0.4
734,0.6
735,0.6
736,0.4
737,0.8
738,0.2
739,0.6
740,0.6
741,0.4
742,0.4
743,0.4
744,0.6
745,0.8
746,0.6
747,0.4
748,0.6
749,0.6
750,0.8
751,0.2
752,0.6
753,0
754,0.4
755,0.2
756,0
757,0.8
758,1
759,0
760,0.8
761,0.6
762,0.6
763,0.6
764,0.8
765,0.6
766,0.8
767,0.2
768,0.4
769,0.2
770,0.2
771,0.2
772,0.8
773,0.4
774,0.6
775,1
776,0.6
777,0.6
778,0.8
779,0.2
780,1
781,0.4
782,1
783,0.4
784,0.4
785,0.6
786,0.4
787,0.2
788,0.8
789,0.8
790,1
791,0.6
792,0.2
793,0.4
794,0.4
795,0.4
796,0.4
797,0
798,0.6
799,0.2
800,0.6
801,0.6
802,0.6
803,0.6
804,0.2
805,0.2
806,0.4
807,1
808,0.2
809,0.2
810,0.6
811,0.8
812,0.4
813,0.8
814,0.8
815,1
816,0.6
817,0.2
818,0.8
819,0.4
820,0.2
821,0.4
822,0.8
823,1
824,0.4
825,0.8
826,0.6
827,0
828,0.8
829,0.8
830,0.4
831,0.4
832,0.2
833,0.8
834,0.4
835,0.4
836,0.6
837,1
838,0.2
839,1
840,0.2
841,0.4
842,1
843,0.6
844,0.4
845,0.4
846,0.6
847,0.8
848,0.4
849,0.4
850,1
851,0.4
852,0.6
853,0.4
854,0.8
855,1
856,0.6
857,0.6
858,0.4
859,0.4
860,0.4
861,0.6
862,0.8
863,0
864,0.6
865,0.8
866,0.8
867,0.8
868,0.4
869,0.4
870,0.4
871,0.4
872,0.8
873,0.4
874,0.6
875,0.8
876,0.4
877,0.6
878,0.2
879,0.4
880,0.6
881,0.2
882,0.2
883,0.6
884,0.4
885,0.6
886,0.4
887,1
888,0.4
889,0.6
890,1
891,0.6
892,0.6
893,1
894,0.6
895,0.6
896,0.8
897,0.6
898,0.4
899,1
900,0.6
901,0.4
902,0.4
903,0.8
904,0.4
905,0.4
906,0.4
907,0.4
908,0.4
909,0.4
910,1
911,1
912,0.4
913,0.2
914,0.8
915,0.6
916,0
917,0.8
918,0.4
919,0.4
920,0.2
921,0.4
922,0.6
923,0.4
924,0
925,0.2
926,0.2
927,0.4
928,0.2
929,0.8
930,0.8
931,0.8
932,0.8
933,0.6
934,0.6
935,1
936,0.6
937,0.8
938,0.8
939,0.8
940,0.2
941,0.4
942,0.8
943,0.6
944,1
945,0.4
946,1
947,0.6
948,0.6
949,0.2
950,0.8
951,0.8
952,1
953,0.6
954,1
955,0.6
956,0.4
957,0.4
958,0.6
959,0.8
960,0.4
961,0.6
962,0.4
963,1
964,0.2
965,0.4
966,0.2
967,0.2
968,0.4
969,0.4
970,0.6
971,0.6
972,0.4
973,0.4
974,0.4
975,0.8
976,0.6
977,0.4
978,0.6
979,0.6
980,0.4
981,0.8
982,0.6
983,0.2
984,0.4
985,0.6
986,0.6
987,0.6
988,0.2
989,0.6
990,0.6
991,0.8
992,1
993,0.6
994,0.8
995,1
996,0
997,0.6
998,0.6
999,0.4
1000,0.8
1001,0
1002,0.8
1003,0.4
1004,0.8
1005,0.2
1006,0.4
1007,0.6
1008,0.4
1009,0.6
1010,0.4
1011,0.8
1012,0.4
1013,0.6
1014,0.4
1015,0.6
1016,0.4
1017,0.2
1018,0.6
1019,0.2
1020,0.4
1021,0.8
1022,0.4
1023,0.8
1024,0.6
1025,0.4
1026,0.2
1027,0.4
1028,0.6
1029,0.4
1030,0.6
1031,0.6
1032,0.6
1033,0.6
1034,0
1035,0.2
1036,0.4
1037,0.6
1038,0.6
1039,0.8
1040,0.6
1041,0.8
1042,0.2
1043,0
1044,0.6
1045,0.2
1046,1
1047,0.4
1048,0.6
1049,0.4
1050,0.2
1051,0.4
1052,0.6
1053,0.4
1054,0.6
1055,1
1056,0.2
1057,0.8
1058,0.2
1059,0.2
1060,0.4
1061,0.8
1062,0.4
1063,0.8
1064,0.6
1065,0.4
1066,0.2
1067,0.2
1068,0.8
1069,0.2
1070,0.6
1071,0.6
1072,1
1073,0.8
1074,1
1075,0.6
1076,0.6
1077,1
1078,0.4
1079,0.8
1080,0.4
1081,0.8
1082,0.6
1083,0.4
1084,0.6
1085,0.6
1086,0.4
1087,0.6
1088,0.6
1089,0.6
1090,0.4
1091,1
1092,1
1093,0.4
1094,0.2
1095,0
1096,0.4
1097,0.8
1098,0.6
1099,0.6
1100,0.8
1101,0.6
1102,0.8
1103,0.4
1104,0.6
1105,1
1106,0.4
1107,0.4
1108,0.4
1109,1
1110,0.6
1111,0.2
1112,0.8
1113,0.6
1114,0
1115,0.2
1116,0.4
1117,0.2
1118,0.2
1119,0.8
1120,0
1121,0.6
1122,0.2
1123,0.4
1124,0.4
1125,0.6
1126,0.8
1127,0.2
1128,0
1129,1
1130,0.8
1131,0.4
1132,0.8
1133,0.2
1134,0.4
1135,1
1136,0
1137,0.4
1138,0.6
1139,0.8
1140,0.4
1141,0.8
1142,0.6
1143,0.6
1144,0.2
1145,0.4
1146,0.6
1147,0.6
1148,0.6
1149,0.8
1150,0.6
1151,0.6
1152,0.6
1153,0.4
1154,0.2
1155,0.2
1156,0.4
1157,0
1158,0.8
1159,0.6
1160,0.2
1161,0.4
1162,0.6
1163,0.8
1164,0.8
1165,0.6
1166,1
1167,0.6
1168,0.8
1169,0.6
1170,0.6
1171,0.4
1172,0.2
1173,0.2
1174,0.8
1175,0.6
1176,0.4
1177,0.6
1178,0.2
1179,0.6
1180,0.4
1181,0.4
1182,0.4
1183,0.2
1184,0.2
1185,0.6
1186,0.2
1187,0.6
1188,0.8
1189,0.4
1190,0.6
1191,0.6
1192,0.2
1193,1
1194,0.8
1195,0.6
1196,0.8
1197,0.2
1198,0.4
1199,0.4
1200,0.6
1201,0.4
1202,0.2
1203,0.4
1204,0
1205,0.4
1206,0.6
1207,0.2
1208,0.8
1209,0.4
1210,0.2
1211,1
1212,0.6
1213,0.6
1214,0.4
1215,0.6
1216,0.8
1217,0.6
1218,0.6
1219,0.6
1220,0.2
1221,0.6
1222,0.4
1223,1
1224,0.4
1225,0.2
1226,0.6
1227,0.4
1228,0.2
1229,0.6
1230,0.2
1231,0.8
1232,0.8
1233,0.4
1234,1
1235,0.8
1236,0.8
1237,0.4
1238,0.6
1239,0.4
1240,1
1241,0.6
1242,0.6
1243,0.6
1244,0.6
1245,0.2
1246,0.4
1247,0.2
1248,1
1249,0.4
1250,0.2
1251,0.2
1252,0.6
1253,0.8
1254,0.8
1255,0.4
1256,0.6
1257,1
1258,0.8
1259,0.4
1260,0.2
1261,1
1262,0
1263,0.4
1264,0.2
1265,0.6
1266,0.8
1267,0.6
1268,0.4
1269,0.4
1270,1
1271,0.2
1272,0.8
1273,0.6
1274,0.6
1275,1
1276,0.4
1277,1
1278,0.4
1279,0.6
1280,0.4
1281,0.4
1282,0.2
1283,0.2
1284,0.4
1285,0.4
1286,0.6
1287,0.6
1288,0.4
1289,0.2
1290,0.4
1291,1
1292,0.6
1293,0.6
1294,1
1295,0.4
1296,0.4
1297,0.4
1298,0.6
1299,0.6
1300,0.6
1301,0.4
1302,0.6
1303,0.8
1304,0.8
1305,0.8
1306,0.6
1307,0.6
1308,0.8
1309,0.4
1310,0.4
1311,0.6
1312,0.6
1313,0.4
1314,0.2
1315,0.2
1316,0.2
1317,0
1318,0.4
1319,0.6
1320,0.4
1321,1
1322,0.8
1323,0.6
1324,0.2
1325,0.8
1326,0.2
1327,0.4
1328,0.2
1329,0.8
1330,0.8
1331,0.4
1332,0.8
1333,0.6
1334,0.4
1335,0.6
1336,0.4
1337,0.4
1338,0.6
1339,0.4
1340,0.4
1341,0
1342,0.8
1343,0.2
1344,0.6
1345,0
1346,0.6
1347,0.2
1348,0.8
1349,0.8
1350,0.8
1351,0.6
1352,1
1353,0.6
1354,1
1355,0.6
1356,0.4
1357,0.4
1358,0.6
1359,0.4
1360,0.8
1361,0.2
1362,0.6
1363,0.6
1364,0.8
1365,0.6
1366,0.4
1367,0.4
1368,0.2
1369,0.6
1370,0.6
1371,0.6
1372,0.2
1373,0.4
1374,0.2
1375,0.6
1376,0.6
1377,0.6
1378,0.2
1379,0.6
1380,0.8
1381,1
1382,1
1383,0.4
1384,0.6
1385,1
1386,0.2
1387,0.4
1388,0.4
1389,1
1390,0.6
1391,0.6
1392,0.2
1393,0.6
1394,0.6
1395,0.6
1396,0.2
1397,1
1398,1
1399,0.6
1400,0.4
1401,0.6
1402,0.6
1403,0.6
1404,0.4
1405,1
1406,0.6
1407,0.8
1408,0.6
1409,0.4
1410,0.6
1411,0.6
1412,0.4
1413,0.4
1414,1
1415,0.6
1416,0.8
1417,0.6
1418,1
1419,0.6
1420,0.6
1421,0.2
1422,0.2
1423,0.6
1424,0.6
1425,0.4
1426,0.6
1427,0.8
1428,0.6
1429,0.6
1430,0.4
1431,0.6
1432,0.8
1433,0.4
1434,0.6
1435,0.4
1436,0.6
1437,0.4
1438,0.6
1439,0.4
1440,0.2
1441,0.6
1442,0.6
1443,0.6
1444,0.6
1445,0.4
1446,0.4
1447,0.6
1448,0.6
1449,1
1450,0.6
1451,0.2
1452,0.6
1453,0.4
1454,0.6
1455,0.6
1456,0.4
1457,1
1458,0.4
1459,0.6
1460,0.2
1461,0.4
1462,0.2
1463,0.4
1464,0.4
1465,0.2
1466,0.4
1467,1
1468,0.6
1469,0.8
1470,0.8
1471,0.8
1472,0.4
1473,1
1474,0.6
1475,0.6
1476,0.2
1477,0.6
1478,0
1479,0.6
1480,0.8
1481,1
1482,0.4
1483,0.4
1484,0.2
1485,0.6
1486,0.2
1487,1
1488,0.6
1489,1
1490,0.4
1491,0
1492,0.8
1493,0.2
1494,0.8
1495,0.6
1496,0.4
1497,0.2
1498,0.2
1499,0.4
1500,0.4
1501,0.8
1502,0.6
1503,1
1504,0.6
1505,0.6
1506,0.8
1507,0.4
1508,0.2
1509,0.6
1510,0.6
1511,0.2
1512,0.8
1513,0.4
1514,0.4
1515,0.4
1516,0.6
1517,0.6
1518,0.6
1519,0.6
1520,0.4
1521,0.8
1522,0.6
1523,0.2
1524,1
1525,0.6
1526,0.8
1527,0.4
1528,0.4
1529,0.2
1530,1
1531,0.6
1532,0.6
1533,0.8
1534,0.6
1535,0.6
1536,0.4
1537,0.6
1538,0.8
1539,0.6
1540,0.6
1541,0.2
1542,0.4
1543,0.4
1544,0.8
1545,0.6
1546,0.4
1547,0.6
1548,0.8
1549,0.8
1550,0.8
1551,0.8
1552,0.6
1553,0.6
1554,0.2
1555,0.2
1556,1
1557,0.6
1558,0.2
1559,0.4
1560,0.2
1561,1
1562,0.4
1563,0.8
1564,0.6
1565,1
1566,0.6
1567,1
1568,1
1569,0.4
1570,0.6
1571,0.2
1572,0.8
1573,0.6
1574,0.8
1575,0.8
1576,0.8
1577,0.6
1578,1
1579,0.8
1580,0.6
1581,1
1582,0.4
1583,0.8
1584,0.6
1585,0.8
1586,0.8
1587,0.6
1588,0.4
1589,0.4
1590,0.6
1591,0
1592,0.8
1593,0.6
1594,0.4
1595,0.8
1596,0.2
1597,0.4
1598,1
1599,0.6
1600,1
1601,0.8
1602,0.4
1603,0.4
1604,0.8
1605,0.6
1606,1
1607,0.6
1608,0.8
1609,0.6
1610,0.6
1611,1
1612,0.6
1613,0.4
1614,0.2
1615,0.6
1616,0.6
1617,0.4
1618,0.6
1619,0.4
1620,0.4
1621,0.6
1622,0.6
1623,0.4
1624,1
1625,1
1626,0.6
1627,0.6
1628,0.8
1629,0.8
1630,1
1631,0.2
1632,0.2
1633,0.2
1634,1
1635,0.8
1636,0.6
1637,0.6
1638,0.6
1639,1
1640,0.4
1641,0
1642,0.6
1643,0.8
1644,0.6
1645,0.4
1646,0.8
1647,0.6
1648,0.2
1649,1
1650,0.6
1651,0.8
1652,0.8
1653,0.8
1654,0.4
1655,0.4
1656,0
1657,0.4
1658,0.8
1659,0.8
1660,1
1661,0.4
1662,1
1663,1
1664,0.8
1665,1
1666,0.4
1667,0.8
1668,0.8
1669,0.2
1670,0.4
1671,1
1672,0.8
1673,0.6
1674,0.6
1675,1
1676,1
1677,0.4
1678,0.6
1679,0.6
1680,0.4
1681,1
1682,0.4
1683,0.8
1684,0.4
1685,0.6
1686,1
1687,1
1688,0.2
1689,0.4
1690,0.8
1691,0.6
1692,0.6
1693,0.6
1694,0.2
1695,0.6
1696,0.6
1697,0.2
1698,0.8
1699,0.2
1700,0.8
1701,0.6
1702,0.4
1703,1
1704,0.8
1705,0.6
1706,0.4
1707,0
1708,1
1709,1
1710,1
1711,0.6
1712,0.8
1713,0.6
1714,0.2
1715,1
1716,0.4
1717,0.8
1718,0.4
1719,0.4
1720,0.6
1721,0.8
1722,0.4
1723,0.8
1724,1
1725,0.4
1726,0.4
1727,0.6
1728,0.8
1729,0.6
1730,0.8
1731,0.4
1732,1
1733,0.4
1734,0.6
1735,0.4
1736,1
1737,1
1738,0.8
1739,0.8
1740,0.6
1741,0.8
1742,0.4
1743,0.6
1744,0.6
1745,1
1746,0.4
1747,0.4
1748,0.4
1749,0.6
1750,1
1751,1
1752,0.6
1753,0.6
1754,1
1755,0.8
1756,0.4
1757,0.8
1758,0.6
1759,0.8
1760,1
1761,1
1762,0.4
1763,0.6
1764,0.6
1765,0.8
1766,0.6
1767,0.2
1768,0.8
1769,1
1770,0.4
1771,0.8
1772,0.6
1773,1
1774,1
1775,0.8
1776,0.2
1777,0.6
1778,0.4
1779,1
1780,0
1781,0.8
1782,0.4
1783,0.8
1784,0.8
1785,0.6
1786,0.2
1787,0.6
1788,0.2
1789,1
1790,0.8
1791,0.6
1792,1
1793,1
1794,0.2
1795,0.8
1796,0.6
1797,0.4
1798,0.4
1799,0.4
1800,0.4
1801,1
1802,0.2
1803,0.6
1804,0.8
1805,0.6
1806,0.4
1807,0.8
1808,0.6
1809,0.4
1810,0.8
1811,0.8
1812,0.6
1813,0.8
1814,0.8
1815,0.4
1816,0
1817,0.6
1818,0.6
1819,0.6
1820,0.8
1821,0.8
1822,0
1823,1
1824,1
1825,0.4
1826,1
1827,0.6
1828,0.4
1829,0.2
1830,0.6
1831,0.4
1832,0.6
1833,0.8
1834,1
1835,0.6
1836,0.8
1837,0
1838,0.8
1839,0.8
1840,0.6
1841,0.4
1842,0.6
1843,0.4
1844,0.4
1845,0.8
1846,0.8
1847,0.6
1848,0.8
1849,0.8
1850,0.8
1851,0.6
1852,0.8
1853,0.6
1854,0.4
1855,1
1856,0.6
1857,0.6
1858,0.6
1859,0.2
1860,0.4
1861,0.2
1862,1
1863,0.6
1864,0.6
1865,0.4
1866,1
1867,1
1868,0.2
1869,0.4
1870,0.4
1871,0.8
1872,0.4
1873,0.2
1874,0.8
1875,0.4
1876,1
1877,0.6
1878,0.2
1879,0.2
1880,0.4
1881,0.6
1882,0.4
1883,0.8
1884,0.6
1885,0.4
1886,0.6
1887,1
1888,1
1889,0.2
1890,0.6
1891,0.6
1892,0.6
1893,0.6
1894,0.4
1895,1
1896,0.4
1897,0.2
1898,0.4
1899,0.2
1900,0.8
1901,0.8
1902,0.4
1903,0.4
1904,1
1905,0.4
1906,0.2
1907,0.8
1908,0.8
1909,1
1910,1
1911,0.8
1912,0
1913,0.4
1914,0.4
1915,0.8
1916,0.6
1917,1
1918,1
1919,0.4
1920,0.4
1921,0.8
1922,0.4
1923,0.6
1924,0.4
1925,0.4
1926,0.4
1927,0.4
1928,0.8
1929,0
1930,1
1931,0.6
1932,0.6
1933,0.8
1934,0.4
1935,1
1936,0.6
1937,0.2
1938,0.8
1939,0.4
1940,0.2
1941,0.6
1942,1
1943,0.4
1944,0.6
1945,0.4
1946,0.8
1947,1
1948,0.2
1949,1
1950,0.4
1951,0.6
1952,0.4
1953,0.4
1954,0.4
1955,0.4
1956,1
1957,0.6
1958,0.2
1959,0.6
1960,0.8
1961,1
1962,0.4
1963,0.6
1964,0.6
1965,0.8
1966,0.8
1967,0.4
1968,0.6
1969,0.8
1970,0.6
1971,0.2
1972,0.4
1973,0.4
1974,0.4
1975,0.4
1976,0.6
1977,0.6
1978,0
1979,0.6
1980,1
1981,0.6
1982,1
1983,0.6
1984,1
1985,0.8
1986,0.6
1987,0.8
1988,0.4
1989,0.6
1990,0.4
1991,1
1992,0.2
1993,0.2
1994,0.4
1995,0
1996,0.6
1997,0.8
1998,0.6
1999,0.4
2000,0.4
2001,1
2002,0.6
2003,0.6
2004,0.8
2005,0.6
2006,0.6
2007,0.8
2008,0.8
2009,0.4
2010,0.2
2011,0.2
2012,0.4
2013,0.6
2014,1
2015,0.6
2016,0.4
2017,0.4
2018,0.4
2019,1
2020,0.6
2021,0.4
2022,0.2
2023,1
2024,0.8
2025,0.6
2026,0.8
2027,0.2
2028,0.8
2029,0.6
2030,0.6
2031,1
2032,0.4
2033,0.8
2034,1
2035,0.8
2036,1
2037,1
2038,0.4
2039,0.6
2040,1
2041,0.6
2042,0.6
2043,0.4
2044,0
2045,0.4
2046,0.8
2047,0.4
2048,0.4
2049,0.4
2050,0.4
2051,0.8
2052,0.4
2053,0
2054,0.4
2055,0.6
2056,0.6
2057,1
2058,0.6
2059,0.4
2060,1
2061,1
2062,0.8
2063,1
2064,0.8
2065,0.4
2066,1
2067,0.6
2068,0.6
2069,0.8
2070,0.2
2071,0.8
2072,0.6
2073,0.8
2074,1
2075,0.2
2076,0.4
2077,0.6
2078,1
2079,0.4
2080,0.4
2081,0.4
2082,0.6
2083,1
2084,0.6
2085,0.4
2086,0.2
2087,0.2
2088,0.4
2089,0.8
2090,0.8
2091,0.6
2092,0.6
2093,0.8
2094,0.6
2095,0.6
2096,1
2097,0.4
