,Training Accuracies
204,1
205,0.4
206,1
207,1
208,0.8
209,0.6
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,0.6
223,0.2
224,0.6
225,0.8
226,0.6
227,0.8
228,0.6
229,0.8
230,0.8
231,1
232,0.8
233,1
234,0.8
235,1
236,1
237,1
238,1
239,0.8
240,1
241,0.6
242,0.6
243,1
244,1
245,0.8
246,0.8
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,0.6
257,1
258,1
259,0.8
260,0.8
261,1
262,1
263,1
264,0.6
265,0.8
266,0.8
267,0.8
268,0.8
269,1
270,1
271,1
272,1
273,0.8
274,1
275,1
276,1
277,1
278,1
279,0.8
280,1
281,1
282,1
283,0.8
284,1
285,0.2
286,1
287,1
288,0.6
289,1
290,1
291,0.8
292,1
293,1
294,0.6
295,1
296,1
297,0.8
298,1
299,1
300,1
301,0.6
302,0.8
303,0.8
304,0.6
305,0.6
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,0.8
314,0.6
315,1
316,1
317,0.8
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,0.6
326,0.4
327,1
328,1
329,1
330,0.8
331,1
332,1
333,1
334,1
335,1
336,1
337,0.6
338,1
339,0.6
340,1
341,1
342,0.6
343,1
344,0.6
345,0.8
346,1
347,1
348,1
349,0.6
350,0.8
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,0.6
363,1
364,1
365,0.8
366,1
367,0.8
368,0.8
369,1
370,1
371,1
372,1
373,0.8
374,1
375,0.8
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,0.8
385,1
386,0.8
387,1
388,0.4
389,1
390,0.6
391,1
392,0.8
393,0.8
394,1
395,1
396,1
397,1
398,0.8
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,0.6
408,0.6
409,1
410,1
411,1
412,1
413,0.6
414,1
415,1
416,1
417,0.8
418,0.8
419,1
420,1
421,1
422,0.4
423,1
424,0.6
425,1
426,1
427,0.8
428,1
429,1
430,0.8
431,1
432,1
433,1
434,0.8
435,0.4
436,1
437,1
438,0.8
439,0.4
440,1
441,1
442,1
443,1
444,0.6
445,0.4
446,1
447,0.8
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,0.8
457,1
458,1
459,1
460,0.6
461,0.8
462,1
463,1
464,1
465,1
466,1
467,0.8
468,1
469,1
470,1
471,0.6
472,1
473,1
474,1
475,1
476,1
477,1
478,0.6
479,1
480,0.8
481,1
482,0.8
483,1
484,0.6
485,0.8
486,1
487,1
488,1
489,1
490,1
491,1
492,0.8
493,1
494,1
495,1
496,1
497,0.8
498,0.6
499,0.8
500,0.8
501,1
502,1
503,0.6
504,1
505,0.8
506,1
507,1
508,1
509,1
510,0.6
511,1
512,1
513,1
514,1
515,1
516,0.8
517,1
518,1
519,0.6
520,0.8
521,1
522,1
523,0.8
524,1
525,1
526,0.8
527,0.6
528,0.8
529,1
530,1
531,0.4
532,0.8
533,1
534,0.8
535,0.6
536,0.6
537,1
538,1
539,1
540,1
541,1
542,1
543,0.8
544,1
545,0.8
546,0.8
547,1
548,1
549,1
550,1
551,1
552,0.8
553,0.8
554,1
555,1
556,1
557,1
558,1
559,1
560,0.8
561,1
562,1
563,0.8
564,1
565,0.6
566,0.8
567,0.8
568,0.8
569,1
570,1
571,0.6
572,0.8
573,0.8
574,0.6
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,0.6
583,1
584,1
585,1
586,1
587,1
588,0.8
589,1
590,1
591,0.8
592,1
593,0.8
594,1
595,0.6
596,1
597,0.6
598,1
599,0.6
600,0.4
601,1
602,1
603,0.4
604,1
605,1
606,1
607,0.4
608,1
609,1
610,0.4
611,1
612,1
613,1
614,0.6
615,1
616,0.8
617,1
618,0.6
619,1
620,1
621,1
622,1
623,1
624,0.4
625,1
626,0.8
627,0.8
628,1
629,0.8
630,0.8
631,1
632,1
633,0.8
634,1
635,1
636,0.8
637,0.8
638,1
639,1
640,1
641,1
642,1
643,0.8
644,0.6
645,1
646,1
647,1
648,1
649,0.6
650,0.8
651,0.8
652,0.6
653,1
654,0.8
655,0.6
656,1
657,0.8
658,0.4
659,0
660,1
661,1
662,1
663,0.6
664,1
665,0.8
666,0.8
667,1
668,0.6
669,1
670,1
671,0.8
672,0.8
673,1
674,1
675,1
676,0.8
677,1
678,1
679,1
680,1
681,1
682,1
683,0.8
684,0.8
685,1
686,1
687,1
688,1
689,1
690,0.8
691,0.8
692,1
693,1
694,1
695,0.8
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,0.6
704,0.6
705,0.6
706,0.8
707,1
708,0.6
709,0.6
710,1
711,1
712,0.8
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,0.8
723,1
724,1
725,1
726,0.8
727,1
728,1
729,1
730,1
731,0.8
732,1
733,1
734,1
735,0.8
736,0.8
737,0.4
738,1
739,1
740,1
741,0.4
742,1
743,1
744,1
745,0.6
746,1
747,0.8
748,1
749,1
750,0.8
751,1
752,0.4
753,0.8
754,1
755,1
756,0.6
757,1
758,1
759,0.8
760,1
761,1
762,1
763,1
764,0.6
765,0.8
766,0.6
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,0.6
775,1
776,0.8
777,0.8
778,1
779,0.8
780,1
781,1
782,1
783,1
784,0.8
785,1
786,1
787,0.6
788,0.8
789,0.8
790,1
791,1
792,1
793,0.6
794,1
795,1
796,0.8
797,1
798,1
799,0.8
800,1
801,1
802,1
803,1
804,1
805,1
806,0.6
807,1
808,1
809,1
810,0.8
811,1
812,1
813,1
814,1
815,1
816,0.8
817,1
818,0.6
819,1
820,1
821,1
822,0.8
823,1
824,1
825,1
826,0.6
827,1
828,0.6
829,1
830,0.8
831,1
832,0.8
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,0.6
842,1
843,1
844,0.8
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,0.8
855,0.8
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,0.6
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,0.8
873,0.8
874,1
875,0.8
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,0.4
884,0.8
885,0.6
886,1
887,1
888,0.8
889,1
890,1
891,1
892,1
893,0.6
894,1
895,1
896,0.8
897,0.6
898,0.8
899,1
900,1
901,1
902,0.8
903,0.8
904,1
905,0.6
906,1
907,1
908,1
909,1
910,0.8
911,1
912,1
913,1
914,1
915,1
916,0.6
917,0.8
918,1
919,1
920,1
921,1
922,0.8
923,1
924,1
925,1
926,1
927,1
928,0.8
929,1
930,1
931,1
932,1
933,0.8
934,1
935,1
936,0.6
937,0.8
938,1
939,0.8
940,0.6
941,0.6
942,1
943,1
944,1
945,0.8
946,0.6
947,0.8
948,1
949,0.4
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,0.8
958,1
959,0.6
960,1
961,0.6
962,1
963,1
964,0.8
965,0.8
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,0.8
981,1
982,0.8
983,1
984,1
985,1
986,1
987,1
988,1
989,0.6
990,0.6
991,1
992,0.6
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,0.6
1001,1
1002,1
1003,0.6
1004,1
1005,1
1006,1
1007,1
1008,0.8
1009,0.8
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,0.6
1019,0.6
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,0.6
1032,1
1033,1
1034,0.6
1035,0.8
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0.6
1042,1
1043,0.8
1044,1
1045,1
1046,0.8
1047,0.6
1048,1
1049,0.8
1050,1
1051,1
1052,1
1053,1
1054,1
1055,0.6
1056,0.6
1057,1
1058,1
1059,1
1060,1
1061,0.6
1062,1
1063,0.8
1064,0.8
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0.8
1072,0.8
1073,1
1074,0.4
1075,1
1076,0.4
1077,1
1078,0.8
1079,0.6
1080,1
1081,1
1082,1
1083,0.6
1084,0.8
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,0.8
1092,0.8
1093,1
1094,1
1095,0.8
1096,1
1097,1
1098,0.6
1099,1
1100,1
1101,1
1102,0.8
1103,1
1104,1
1105,1
1106,1
1107,1
1108,0.8
1109,0.8
1110,1
1111,0.8
1112,1
1113,1
1114,0.6
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,0.8
1122,1
1123,1
1124,0.8
1125,0.8
1126,1
1127,1
1128,0.8
1129,1
1130,1
1131,1
1132,1
1133,0.4
1134,1
1135,1
1136,1
1137,0.8
1138,0.8
1139,1
1140,1
1141,1
1142,0.8
1143,1
1144,1
1145,0.8
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,0.8
1154,1
1155,1
1156,0.6
1157,0.8
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,0.6
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0.8
1178,1
1179,1
1180,1
1181,1
1182,1
1183,0.6
1184,1
1185,0.8
1186,1
1187,1
1188,0.6
1189,1
1190,1
1191,1
1192,1
1193,0.6
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0.8
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0.6
1209,1
1210,1
1211,0.8
1212,1
1213,1
1214,1
1215,0.8
1216,1
1217,0.4
1218,1
1219,1
1220,1
1221,1
1222,1
1223,0.6
1224,1
1225,1
1226,1
1227,0.6
1228,0.6
1229,0.6
1230,1
1231,1
1232,1
1233,0.8
1234,1
1235,1
1236,0.8
1237,1
1238,1
1239,0.8
1240,1
1241,0.8
1242,1
1243,1
1244,0.8
1245,0.8
1246,0.6
1247,1
1248,1
1249,0.8
1250,0.8
1251,1
1252,1
1253,1
1254,1
1255,0.6
1256,1
1257,0.8
1258,1
1259,1
1260,1
1261,1
1262,1
1263,0.8
1264,0.6
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,0.8
1272,0.6
1273,1
1274,0.8
1275,1
1276,1
1277,1
1278,0.8
1279,1
1280,0.6
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0.6
1288,1
1289,0.6
1290,1
1291,0.8
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1302,0.8
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,0.4
1311,0.8
1312,1
1313,1
1314,1
1315,0.8
1316,1
1317,0.6
1318,1
1319,1
1320,1
1321,0.6
1322,1
1323,1
1324,0.8
1325,1
1326,0.6
1327,0.6
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,0.6
1353,0.8
1354,0.6
1355,1
1356,0.8
1357,1
1358,1
1359,1
1360,0.6
1361,1
1362,1
1363,0.8
1364,0.6
1365,1
1366,0.8
1367,0.8
1368,1
1369,1
1370,0.6
1371,1
1372,0.6
1373,1
1374,1
1375,1
1376,1
1377,1
1378,0.8
1379,1
1380,0.8
1381,0.8
1382,1
1383,0.6
1384,0.8
1385,0.8
1386,0.8
1387,1
1388,1
1389,1
1390,1
1391,0.8
1392,1
1393,1
1394,0.6
1395,0.8
1396,0.8
1397,1
1398,1
1399,1
1400,0.8
1401,0.8
1402,1
1403,1
1404,0.6
1405,1
1406,0.6
1407,1
1408,1
1409,1
1410,0.8
1411,1
1412,0.8
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,0.4
1421,1
1422,1
1423,0.8
1424,0.6
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,0.8
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,0.8
1451,1
1452,0.6
1453,1
1454,0.2
1455,0.8
1456,1
1457,0.6
1458,0.6
1459,1
1460,1
1461,0.8
1462,0.8
1463,0.8
1464,1
1465,1
1466,1
1467,0.8
1468,0.8
1469,1
1470,1
1471,1
1472,1
1473,1
1474,0.8
1475,0.8
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,0.4
1485,1
1486,1
1487,1
1488,0.8
1489,1
1490,0.8
1491,1
1492,1
1493,1
1494,0.8
1495,1
1496,0.6
1497,1
1498,1
1499,1
1500,0.6
1501,1
1502,1
1503,1
1504,0.8
1505,1
1506,0.6
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,0.6
1514,1
1515,1
1516,0.8
1517,0.8
1518,1
1519,1
1520,1
1521,0.6
1522,1
1523,1
1524,0.4
1525,0.8
1526,1
1527,1
1528,1
1529,1
1530,0.8
1531,1
1532,0.8
1533,1
1534,0.6
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,0.8
1542,1
1543,0.4
1544,1
1545,1
1546,0.8
1547,0.8
1548,1
1549,0.8
1550,0.4
1551,1
1552,0.8
1553,1
1554,0.8
1555,1
1556,1
1557,1
1558,1
1559,1
1560,0.8
1561,1
1562,0.8
1563,1
1564,1
1565,0.6
1566,1
1567,1
1568,1
1569,0.8
1570,1
1571,0.6
1572,0.8
1573,1
1574,1
1575,1
1576,1
1577,0.6
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,0.8
1589,1
1590,1
1591,1
1592,1
1593,1
1594,0.8
1595,1
1596,1
1597,0.8
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,0.6
1611,0.8
1612,1
1613,1
1614,1
1615,1
1616,0.6
1617,1
1618,0.6
1619,0.8
1620,1
1621,0.8
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,0.8
1630,1
1631,0.4
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,0.6
1645,1
1646,1
1647,0.4
1648,0.6
1649,0.6
1650,0.8
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,0.8
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,0.8
1675,1
1676,1
1677,0.8
1678,1
1679,0.8
1680,0.6
1681,1
1682,0.8
1683,1
1684,0.8
1685,1
1686,0.8
1687,1
1688,1
1689,0.8
1690,1
1691,0.6
1692,0.6
1693,0.8
1694,0.6
1695,0.6
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,0.8
1703,1
1704,1
1705,1
1706,0.4
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,0.8
1716,1
1717,1
1718,1
1719,1
1720,0.8
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,0.8
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,0.6
1747,0.8
1748,0.6
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0.6
1756,0.8
1757,1
1758,0.8
1759,0.8
1760,0.8
1761,0.6
1762,1
1763,0.8
1764,1
1765,1
1766,1
1767,0.6
1768,0.6
1769,1
1770,0.6
1771,0.8
1772,1
1773,0.8
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,0.8
1792,1
1793,1
1794,0.8
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,0.8
1812,1
1813,1
1814,1
1815,0.8
1816,0.6
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,0.8
1825,1
1826,0.6
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,0.8
1835,1
1836,1
1837,0.8
1838,0.8
1839,1
1840,1
1841,1
1842,0.6
1843,1
1844,0.8
1845,1
1846,1
1847,1
1848,1
1849,0.8
1850,1
1851,0.8
1852,1
1853,1
1854,0.8
1855,0.8
1856,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,0.6
1870,1
1871,1
1872,0.8
1873,0.6
1874,1
1875,0.8
1876,0.8
1877,1
1878,0.8
1879,1
1880,1
1881,1
1882,1
1883,0.8
1884,0.6
1885,1
1886,1
1887,0.8
1888,1
1889,0.6
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,0.8
1898,1
1899,1
1900,1
1901,1
1902,1
1903,0.8
1904,1
1905,1
1906,0.4
1907,1
1908,0.6
1909,0.6
1910,1
1911,0.8
1912,0.6
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,0.4
1924,1
1925,1
1926,0.8
1927,1
1928,0.6
1929,1
1930,0.8
1931,1
1932,0.8
1933,0.6
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,0.6
1951,0.8
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,0.8
1972,1
1973,0.8
1974,1
1975,0.8
1976,0.8
1977,1
1978,1
1979,1
1980,1
1981,1
1982,0.6
1983,0.8
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,0.8
1993,0.6
1994,1
1995,1
1996,0.8
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,0.8
2005,1
2006,1
2007,1
2008,0.8
2009,1
2010,1
2011,1
2012,1
2013,0.8
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0.8
2024,0.8
2025,1
2026,1
2027,0.8
2028,1
2029,1
2030,1
2031,1
2032,0.6
2033,0.6
2034,1
2035,0.8
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,0.6
2046,0.8
2047,0.8
2048,1
2049,1
2050,0.8
2051,0.8
2052,0.6
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0.8
2063,1
2064,0.6
2065,0.6
2066,1
2067,1
2068,1
2069,1
2070,0.8
2071,1
2072,1
2073,0.8
2074,0.8
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,0.8
2085,1
2086,1
2087,1
2088,1
2089,0.8
2090,1
2091,1
2092,1
2093,0.8
2094,1
2095,1
2096,1
2097,1
